,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,points,on_field,feed_id,first_name,last_name,team,round_number,round_number_alt
0,45168,5524,Luke,The Dragon's Laird,76,166,True,293535,Lachie,Neale,BRL,3,R3
1,45168,5524,Luke,The Dragon's Laird,553,159,True,250365,Travis,Boak,PTA,3,R3
2,45168,5524,Luke,The Dragon's Laird,446,142,True,294613,Jaeger,O'Meara,HAW,3,R3
3,45168,5524,Luke,The Dragon's Laird,459,122,True,291962,Chad,Wingard,HAW,3,R3
4,45168,5524,Luke,The Dragon's Laird,565,116,True,261911,Brad,Ebert,PTA,3,R3
5,45168,5524,Luke,The Dragon's Laird,146,114,True,293871,Jack,Crisp,COL,3,R3
6,45168,5524,Luke,The Dragon's Laird,713,109,True,996765,Tom,Papley,SYD,3,R3
7,45168,5524,Luke,The Dragon's Laird,21,107,True,293222,Rory,Laird,ADE,3,R3
8,45168,5524,Luke,The Dragon's Laird,703,101,True,295342,Jake,Lloyd,SYD,3,R3
9,45168,5524,Luke,The Dragon's Laird,761,101,True,1006130,Bailey,Smith,WBD,3,R3
10,45168,5524,Luke,The Dragon's Laird,628,97,True,290627,Dion,Prestia,RIC,3,R3
11,45168,5524,Luke,The Dragon's Laird,30,91,True,297523,Reilly,O'Brien,ADE,3,R3
12,45168,5524,Luke,The Dragon's Laird,97,74,True,270146,Ed,Curnow,CAR,3,R3
13,45168,5524,Luke,The Dragon's Laird,534,72,True,290738,Jared,Polec,NTH,3,R3
14,45168,5524,Luke,The Dragon's Laird,676,58,True,293846,Sebastian,Ross,STK,3,R3
15,45168,5524,Luke,The Dragon's Laird,588,30,True,1001299,Connor,Rozee,PTA,3,R3
16,45168,5524,Luke,The Dragon's Laird,200,0,False,270935,Michael,Hurley,ESS,3,R3
17,45168,5524,Luke,The Dragon's Laird,217,0,False,1001026,Jordan,Ridley,ESS,3,R3
18,45168,5524,Luke,The Dragon's Laird,36,94,False,270963,Rory,Sloane,ADE,3,R3
19,45168,5524,Luke,The Dragon's Laird,411,0,False,998172,Tim,Taranto,GWS,3,R3
20,45168,5524,Luke,The Dragon's Laird,746,0,False,294557,Lachie,Hunter,WBD,3,R3
21,45168,5524,Luke,The Dragon's Laird,426,75,False,291351,Jack,Gunston,HAW,3,R3
22,86078,9806,Lester,HoweIMetYourMother,578,156,True,290746,Scott,Lycett,PTA,3,R3
23,86078,9806,Lester,HoweIMetYourMother,536,140,True,993998,Jy,Simpkin,NTH,3,R3
24,86078,9806,Lester,HoweIMetYourMother,307,126,True,298272,Touk,Miller,GCS,3,R3
25,86078,9806,Lester,HoweIMetYourMother,700,126,True,260382,Josh P.,Kennedy,SYD,3,R3
26,86078,9806,Lester,HoweIMetYourMother,94,123,True,990704,Patrick,Cripps,CAR,3,R3
27,86078,9806,Lester,HoweIMetYourMother,591,114,True,260750,Justin,Westhoff,PTA,3,R3
28,86078,9806,Lester,HoweIMetYourMother,67,114,True,293716,Jarryd,Lyons,BRL,3,R3
29,86078,9806,Lester,HoweIMetYourMother,37,94,True,291748,Brodie,Smith,ADE,3,R3
30,86078,9806,Lester,HoweIMetYourMother,268,90,True,993816,Darcy,Tucker,FRE,3,R3
31,86078,9806,Lester,HoweIMetYourMother,789,89,True,240283,Shannon,Hurn,WCE,3,R3
32,86078,9806,Lester,HoweIMetYourMother,153,88,True,291313,Jeremy,Howe,COL,3,R3
33,86078,9806,Lester,HoweIMetYourMother,366,84,True,291800,Tom,Stewart,GEE,3,R3
34,86078,9806,Lester,HoweIMetYourMother,232,82,True,1002232,Andrew,Brayshaw,FRE,3,R3
35,86078,9806,Lester,HoweIMetYourMother,709,74,True,993905,Callum,Mills,SYD,3,R3
36,86078,9806,Lester,HoweIMetYourMother,807,56,True,296296,Dom,Sheed,WCE,3,R3
37,86078,9806,Lester,HoweIMetYourMother,377,49,True,293845,Jeremy,Cameron,GWS,3,R3
38,86078,9806,Lester,HoweIMetYourMother,656,41,True,290117,Dan,Hannebery,STK,3,R3
39,86078,9806,Lester,HoweIMetYourMother,583,33,True,280990,Steven,Motlop,PTA,3,R3
40,86078,9806,Lester,HoweIMetYourMother,178,0,False,291790,Adam,Treloar,COL,3,R3
41,86078,9806,Lester,HoweIMetYourMother,464,0,False,298279,Angus,Brayshaw,MEL,3,R3
42,86078,9806,Lester,HoweIMetYourMother,699,84,False,294036,George,Hewett,SYD,3,R3
43,86078,9806,Lester,HoweIMetYourMother,620,0,False,290847,Dustin,Martin,RIC,3,R3
44,300791,182,Paul,Coronaviney,738,128,True,993834,Josh,Dunkley,WBD,3,R3
45,300791,182,Paul,Coronaviney,159,125,True,992010,Brayden,Maynard,COL,3,R3
46,300791,182,Paul,Coronaviney,698,123,True,298539,Isaac,Heeney,SYD,3,R3
47,300791,182,Paul,Coronaviney,418,120,True,291327,Jonathon,Ceglar,HAW,3,R3
48,300791,182,Paul,Coronaviney,787,117,True,290801,Andrew,Gaff,WCE,3,R3
49,300791,182,Paul,Coronaviney,616,110,True,250312,Bachar,Houli,RIC,3,R3
50,300791,182,Paul,Coronaviney,593,107,True,294318,Ollie,Wines,PTA,3,R3
51,300791,182,Paul,Coronaviney,747,103,True,294101,Jason,Johannisen,WBD,3,R3
52,300791,182,Paul,Coronaviney,395,95,True,270811,Sam,Jacobs,GWS,3,R3
53,300791,182,Paul,Coronaviney,47,94,True,996059,Harris,Andrews,BRL,3,R3
54,300791,182,Paul,Coronaviney,413,92,True,280109,Callan,Ward,GWS,3,R3
55,300791,182,Paul,Coronaviney,606,85,True,270896,Trent,Cotchin,RIC,3,R3
56,300791,182,Paul,Coronaviney,655,81,True,298421,Jade,Gresham,STK,3,R3
57,300791,182,Paul,Coronaviney,550,77,True,297354,Karl,Amon,PTA,3,R3
58,300791,182,Paul,Coronaviney,228,74,True,295067,James,Aish,FRE,3,R3
59,300791,182,Paul,Coronaviney,564,51,True,1006096,Xavier,Duursma,PTA,3,R3
60,300791,182,Paul,Coronaviney,414,8,True,294305,Lachie,Whitfield,GWS,3,R3
61,300791,182,Paul,Coronaviney,690,113,False,992242,Jordan,Dawson,SYD,3,R3
62,300791,182,Paul,Coronaviney,211,0,False,992016,Zach,Merrett,ESS,3,R3
63,300791,182,Paul,Coronaviney,501,0,False,291902,Jack,Viney,MEL,3,R3
64,300791,182,Paul,Coronaviney,513,0,False,280921,Ben,Cunnington,NTH,3,R3
65,300791,182,Paul,Coronaviney,363,70,False,280317,Rhys,Stanley,GEE,3,R3
66,180650,33301,Jordan,"What's Up, Doch?",112,127,True,296190,Jack,Martin,CAR,3,R3
67,180650,33301,Jordan,"What's Up, Doch?",99,122,True,295518,Sam,Docherty,CAR,3,R3
68,180650,33301,Jordan,"What's Up, Doch?",389,110,True,295265,Nick,Haynes,GWS,3,R3
69,180650,33301,Jordan,"What's Up, Doch?",637,105,True,294674,Nick,Vlastuin,RIC,3,R3
70,180650,33301,Jordan,"What's Up, Doch?",440,96,True,291856,Tom,Mitchell,HAW,3,R3
71,180650,33301,Jordan,"What's Up, Doch?",691,95,True,998103,Oliver,Florent,SYD,3,R3
72,180650,33301,Jordan,"What's Up, Doch?",392,83,True,993903,Jacob,Hopper,GWS,3,R3
73,180650,33301,Jordan,"What's Up, Doch?",82,76,True,290311,Mitch,Robinson,BRL,3,R3
74,180650,33301,Jordan,"What's Up, Doch?",570,71,True,261396,Robbie,Gray,PTA,3,R3
