,id,first_name,last_name,team_id,previous_games,previous_average,previous_total,feed_id,hs_url,injury_suspension_status,injury_suspension_status_text,locked,played_status,active,team,player_stats,odds,positions,notes,position,long_team
0,1,Sam,Berry,1,4,50.75,203,1012807,,,,False,"{'status': 'pre', 'display': 'Yet to play'}",True,ADE,"[{'player_id': 1, 'round': 0, 'points': 0, 'price': 226900, 'total_points': 0, 'position': 0, 'games': 0, 'total_games': 0, 'price_change': 0, 'total_price_change': 0, 'last_position': 0, 'round_position': 0, 'minutes_played': 0, 'total_minutes_played': 0, 'updated_at': '2023-12-22T05:55:12+11:00', 'kicks': 0, 'total_kicks': 0, 'handballs': 0, 'total_handballs': 0, 'marks': 0, 'total_marks': 0, 'tackles': 0, 'total_tackles': 0, 'freekicks_for': 0, 'total_freekicks_for': 0, 'freekicks_against': 0, 'total_freekicks_against': 0, 'hitouts': 0, 'total_hitouts': 0, 'goals': 0, 'total_goals': 0, 'behinds': 0, 'total_behinds': 0, 'avg5': 0, 'own_raw': 0, 'status': None, 'avg': 0, 'std': 11.668800000000001, 'avg3': 0, 'pavg3': 51.6667, 'ppts1': 54, 'ppts2': 55, 'ppts3': 46, 'pmin': 43, 'pmax': 65, 'prange': '43-65', 'be1': 41, 'be2': 29, 'be3': 22, 'bp1': 86.7182, 'bp2': 98.4941, 'bp3': 98.0904, 'pp1': 226900, 'pp2': 238900, 'pp3': 250100, 'ppc1': 0, 'ppc2': 12000, 'ppc3': 11200, 'ppcs': 41800, 'capt': 0, 'vice': 0, 'own': 0.7610129999999999, 'ownc': 0.7610129999999999, 'ownc3': 0, 'owncs': 0, 'opp': None, 'oppavg': None, 'opph': None, 'opp1': {'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}, 'opp1avg': 81.5, 'opp1h': 1, 'opp2': {'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}, 'opp2avg': 62, 'opp2h': 0, 'opp3': {'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}, 'opp3avg': 31, 'opp3h': 1, 'ven': None, 'venavg': 0, 'ven1': {'id': 5, 'name': 'Carrara Stadium', 'display_name': 'Heritage Bank Stadium', 'short_name': 'Heritage Bank', 'abbrev': 'HBS'}, 'ven1avg': 105, 'ven2': {'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}, 'ven2avg': 67.05, 'ven3': {'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}, 'ven3avg': 81, 'trin': 0, 'trinp': None, 'trout': 0, 'troutp': None, 'start': 72.0755, 'bench': 27.924500000000002, 'ownr': 530, 'owncr': 530, 'owncsr': 0, 'livepts': 0, 'livegames': 0, 'owned': None, 'ppts': None, 'points_per_min': None, 'total_points_per_min': None, 'mvp_value': None, 'position_change': None, 'hot': False, 'cold': False, 'phot': False, 'pcold': False, 'ccow': False, 'wele': False}]",[],"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",[],MID,Adelaide
1,2,Hugh,Bond,1,0,0.0,0,1023534,,,,False,"{'status': 'pre', 'display': 'Yet to play'}",True,ADE,"[{'player_id': 2, 'round': 0, 'points': 0, 'price': 123900, 'total_points': 0, 'position': 0, 'games': 0, 'total_games': 0, 'price_change': 0, 'total_price_change': 0, 'last_position': 0, 'round_position': 0, 'minutes_played': 0, 'total_minutes_played': 0, 'updated_at': '2023-12-22T05:55:12+11:00', 'kicks': 0, 'total_kicks': 0, 'handballs': 0, 'total_handballs': 0, 'marks': 0, 'total_marks': 0, 'tackles': 0, 'total_tackles': 0, 'freekicks_for': 0, 'total_freekicks_for': 0, 'freekicks_against': 0, 'total_freekicks_against': 0, 'hitouts': 0, 'total_hitouts': 0, 'goals': 0, 'total_goals': 0, 'behinds': 0, 'total_behinds': 0, 'avg5': 0, 'own_raw': 0, 'status': None, 'avg': 0, 'std': None, 'avg3': 0, 'pavg3': 22, 'ppts1': 22, 'ppts2': 22, 'ppts3': 22, 'pmin': 22, 'pmax': 22, 'prange': '22-22', 'be1': 22, 'be2': 24, 'be3': 23, 'bp1': None, 'bp2': None, 'bp3': None, 'pp1': 123900, 'pp2': 123200, 'pp3': 122500, 'ppc1': 0, 'ppc2': -700, 'ppc3': -700, 'ppcs': -3500, 'capt': 0, 'vice': 0, 'own': 0.190971, 'ownc': 0.190971, 'ownc3': 0, 'owncs': 0, 'opp': None, 'oppavg': None, 'opph': None, 'opp1': {'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}, 'opp1avg': 0, 'opp1h': 1, 'opp2': {'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}, 'opp2avg': 0, 'opp2h': 0, 'opp3': {'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}, 'opp3avg': 0, 'opp3h': 1, 'ven': None, 'venavg': 0, 'ven1': {'id': 5, 'name': 'Carrara Stadium', 'display_name': 'Heritage Bank Stadium', 'short_name': 'Heritage Bank', 'abbrev': 'HBS'}, 'ven1avg': 0, 'ven2': {'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}, 'ven2avg': 0, 'ven3': {'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}, 'ven3avg': 0, 'trin': 0, 'trinp': None, 'trout': 0, 'troutp': None, 'start': 24.0602, 'bench': 75.9398, 'ownr': 133, 'owncr': 133, 'owncsr': 0, 'livepts': 0, 'livegames': 0, 'owned': None, 'ppts': None, 'points_per_min': None, 'total_points_per_min': None, 'mvp_value': None, 'position_change': None, 'hot': False, 'cold': False, 'phot': False, 'pcold': False, 'ccow': False, 'wele': False}]",[],"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",[],DEF,Adelaide
2,3,James,Borlase,1,4,58.25,233,1009029,,,,False,"{'status': 'pre', 'display': 'Yet to play'}",True,ADE,"[{'player_id': 3, 'round': 0, 'points': 0, 'price': 260400, 'total_points': 0, 'position': 0, 'games': 0, 'total_games': 0, 'price_change': 0, 'total_price_change': 0, 'last_position': 0, 'round_position': 0, 'minutes_played': 0, 'total_minutes_played': 0, 'updated_at': '2023-12-22T05:55:12+11:00', 'kicks': 0, 'total_kicks': 0, 'handballs': 0, 'total_handballs': 0, 'marks': 0, 'total_marks': 0, 'tackles': 0, 'total_tackles': 0, 'freekicks_for': 0, 'total_freekicks_for': 0, 'freekicks_against': 0, 'total_freekicks_against': 0, 'hitouts': 0, 'total_hitouts': 0, 'goals': 0, 'total_goals': 0, 'behinds': 0, 'total_behinds': 0, 'avg5': 0, 'own_raw': 0, 'status': None, 'avg': 0, 'std': 37.4725, 'avg3': 0, 'pavg3': 63, 'ppts1': 73, 'ppts2': 58, 'ppts3': 58, 'pmin': 36, 'pmax': 110, 'prange': '36-110', 'be1': 47, 'be2': 22, 'be3': 21, 'bp1': 75.9476, 'bp2': 83.0597, 'bp3': 83.9904, 'pp1': 260400, 'pp2': 277000, 'pp3': 294300, 'ppc1': 0, 'ppc2': 16600, 'ppc3': 17300, 'ppcs': 54400, 'capt': 0.0014358700000000001, 'vice': 0, 'own': 0.343174, 'ownc': 0.343174, 'ownc3': 0, 'owncs': 0, 'opp': None, 'oppavg': None, 'opph': None, 'opp1': {'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}, 'opp1avg': 112, 'opp1h': 1, 'opp2': {'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}, 'opp2avg': 0, 'opp2h': 0, 'opp3': {'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}, 'opp3avg': 0, 'opp3h': 1, 'ven': None, 'venavg': 0, 'ven1': {'id': 5, 'name': 'Carrara Stadium', 'display_name': 'Heritage Bank Stadium', 'short_name': 'Heritage Bank', 'abbrev': 'HBS'}, 'ven1avg': 0, 'ven2': {'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}, 'ven2avg': 88, 'ven3': {'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}, 'ven3avg': 50, 'trin': 0, 'trinp': None, 'trout': 0, 'troutp': None, 'start': 84.1004, 'bench': 15.8996, 'ownr': 239, 'owncr': 239, 'owncsr': 0, 'livepts': 0, 'livegames': 0, 'owned': None, 'ppts': None, 'points_per_min': None, 'total_points_per_min': None, 'mvp_value': None, 'position_change': None, 'hot': False, 'cold': False, 'phot': True, 'pcold': False, 'ccow': False, 'wele': False}]",[],"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",[],DEF,Adelaide
3,4,Chris,Burgess,1,1,33.0,33,1000068,,,,False,"{'status': 'pre', 'display': 'Yet to play'}",True,ADE,"[{'player_id': 4, 'round': 0, 'points': 0, 'price': 129100, 'total_points': 0, 'position': 0, 'games': 0, 'total_games': 0, 'price_change': 0, 'total_price_change': 0, 'last_position': 0, 'round_position': 0, 'minutes_played': 0, 'total_minutes_played': 0, 'updated_at': '2023-12-22T05:55:12+11:00', 'kicks': 0, 'total_kicks': 0, 'handballs': 0, 'total_handballs': 0, 'marks': 0, 'total_marks': 0, 'tackles': 0, 'total_tackles': 0, 'freekicks_for': 0, 'total_freekicks_for': 0, 'freekicks_against': 0, 'total_freekicks_against': 0, 'hitouts': 0, 'total_hitouts': 0, 'goals': 0, 'total_goals': 0, 'behinds': 0, 'total_behinds': 0, 'avg5': 0, 'own_raw': 0, 'status': None, 'avg': 0, 'std': 8.08455, 'avg3': 0, 'pavg3': 33.3333, 'ppts1': 33, 'ppts2': 31, 'ppts3': 36, 'pmin': 25, 'pmax': 41, 'prange': '25-41', 'be1': 23, 'be2': 14, 'be3': 11, 'bp1': 89.1943, 'bp2': 98.1089, 'bp3': 99.9031, 'pp1': 129100, 'pp2': 136900, 'pp3': 148400, 'ppc1': 0, 'ppc2': 7800, 'ppc3': 11500, 'ppcs': 46300, 'capt': 0, 'vice': 0, 'own': 3.68445, 'ownc': 3.68445, 'ownc3': 0, 'owncs': 0, 'opp': None, 'oppavg': None, 'opph': None, 'opp1': {'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}, 'opp1avg': 0, 'opp1h': 1, 'opp2': {'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}, 'opp2avg': 42, 'opp2h': 0, 'opp3': {'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}, 'opp3avg': 69, 'opp3h': 1, 'ven': None, 'venavg': 0, 'ven1': {'id': 5, 'name': 'Carrara Stadium', 'display_name': 'Heritage Bank Stadium', 'short_name': 'Heritage Bank', 'abbrev': 'HBS'}, 'ven1avg': 52.5385, 'ven2': {'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}, 'ven2avg': 48, 'ven3': {'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}, 'ven3avg': 77, 'trin': 0, 'trinp': None, 'trout': 0, 'troutp': None, 'start': 39.6337, 'bench': 60.3663, 'ownr': 2566, 'owncr': 2566, 'owncsr': 0, 'livepts': 0, 'livegames': 0, 'owned': None, 'ppts': None, 'points_per_min': None, 'total_points_per_min': None, 'mvp_value': None, 'position_change': None, 'hot': False, 'cold': False, 'phot': False, 'pcold': False, 'ccow': False, 'wele': False}]",[],"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",[],FWD,Adelaide
4,5,Jordon,Butts,1,17,41.94,713,1004995,,,,False,"{'status': 'pre', 'display': 'Yet to play'}",True,ADE,"[{'player_id': 5, 'round': 0, 'points': 0, 'price': 234400, 'total_points': 0, 'position': 0, 'games': 0, 'total_games': 0, 'price_change': 0, 'total_price_change': 0, 'last_position': 0, 'round_position': 0, 'minutes_played': 0, 'total_minutes_played': 0, 'updated_at': '2023-12-22T05:55:12+11:00', 'kicks': 0, 'total_kicks': 0, 'handballs': 0, 'total_handballs': 0, 'marks': 0, 'total_marks': 0, 'tackles': 0, 'total_tackles': 0, 'freekicks_for': 0, 'total_freekicks_for': 0, 'freekicks_against': 0, 'total_freekicks_against': 0, 'hitouts': 0, 'total_hitouts': 0, 'goals': 0, 'total_goals': 0, 'behinds': 0, 'total_behinds': 0, 'avg5': 0, 'own_raw': 0, 'status': None, 'avg': 0, 'std': 15.9047, 'avg3': 0, 'pavg3': 42.6667, 'ppts1': 42, 'ppts2': 40, 'ppts3': 46, 'pmin': 27, 'pmax': 57, 'prange': '27-57', 'be1': 42, 'be2': 44, 'be3': 45, 'bp1': 51.021, 'bp2': 40.0117, 'bp3': 52.2921, 'pp1': 234400, 'pp2': 232600, 'pp3': 232900, 'ppc1': 0, 'ppc2': -1800, 'ppc3': 300, 'ppcs': -8700, 'capt': 0, 'vice': 0, 'own': 0.641836, 'ownc': 0.641836, 'ownc3': 0, 'owncs': 0, 'opp': None, 'oppavg': None, 'opph': None, 'opp1': {'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}, 'opp1avg': 55.6667, 'opp1h': 1, 'opp2': {'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}, 'opp2avg': 44.5, 'opp2h': 0, 'opp3': {'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}, 'opp3avg': 60.6667, 'opp3h': 1, 'ven': None, 'venavg': 0, 'ven1': {'id': 5, 'name': 'Carrara Stadium', 'display_name': 'Heritage Bank Stadium', 'short_name': 'Heritage Bank', 'abbrev': 'HBS'}, 'ven1avg': 53.5, 'ven2': {'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}, 'ven2avg': 54.1936, 'ven3': {'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}, 'ven3avg': 50, 'trin': 0, 'trinp': None, 'trout': 0, 'troutp': None, 'start': 78.7472, 'bench': 21.2528, 'ownr': 447, 'owncr': 447, 'owncsr': 0, 'livepts': 0, 'livegames': 0, 'owned': None, 'ppts': None, 'points_per_min': None, 'total_points_per_min': None, 'mvp_value': None, 'position_change': None, 'hot': False, 'cold': False, 'phot': False, 'pcold': False, 'ccow': False, 'wele': False}]",[],"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",[],DEF,Adelaide
5,6,Brayden,Cook,1,1,70.0,70,1018335,,,,False,"{'status': 'pre', 'display': 'Yet to play'}",True,ADE,"[{'player_id': 6, 'round': 0, 'points': 0, 'price': 234700, 'total_points': 0, 'position': 0, 'games': 0, 'total_games': 0, 'price_change': 0, 'total_price_change': 0, 'last_position': 0, 'round_position': 0, 'minutes_played': 0, 'total_minutes_played': 0, 'updated_at': '2023-12-22T05:55:12+11:00', 'kicks': 0, 'total_kicks': 0, 'handballs': 0, 'total_handballs': 0, 'marks': 0, 'total_marks': 0, 'tackles': 0, 'total_tackles': 0, 'freekicks_for': 0, 'total_freekicks_for': 0, 'freekicks_against': 0, 'total_freekicks_against': 0, 'hitouts': 0, 'total_hitouts': 0, 'goals': 0, 'total_goals': 0, 'behinds': 0, 'total_behinds': 0, 'avg5': 0, 'own_raw': 0, 'status': None, 'avg': 0, 'std': 17.2557, 'avg3': 0, 'pavg3': 70, 'ppts1': 70, 'ppts2': 70, 'ppts3': 70, 'pmin': 53, 'pmax': 87, 'prange': '53-87', 'be1': 42, 'be2': 16, 'be3': 2, 'bp1': 94.7668, 'bp2': 99.9123, 'bp3': 99.9959, 'pp1': 234700, 'pp2': 259800, 'pp3': 291200, 'ppc1': 0, 'ppc2': 25100, 'ppc3': 31400, 'ppcs': 133100, 'capt': 0.0014358700000000001, 'vice': 0, 'own': 0.739475, 'ownc': 0.739475, 'ownc3': 0, 'owncs': 0, 'opp': None, 'oppavg': None, 'opph': None, 'opp1': {'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}, 'opp1avg': 0, 'opp1h': 1, 'opp2': {'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}, 'opp2avg': 0, 'opp2h': 0, 'opp3': {'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}, 'opp3avg': 0, 'opp3h': 1, 'ven': None, 'venavg': 0, 'ven1': {'id': 5, 'name': 'Carrara Stadium', 'display_name': 'Heritage Bank Stadium', 'short_name': 'Heritage Bank', 'abbrev': 'HBS'}, 'ven1avg': 0, 'ven2': {'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}, 'ven2avg': 49.6, 'ven3': {'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}, 'ven3avg': 0, 'trin': 0, 'trinp': None, 'trout': 0, 'troutp': None, 'start': 83.301, 'bench': 16.699, 'ownr': 515, 'owncr': 515, 'owncsr': 0, 'livepts': 0, 'livegames': 0, 'owned': None, 'ppts': None, 'points_per_min': None, 'total_points_per_min': None, 'mvp_value': None, 'position_change': None, 'hot': False, 'cold': False, 'phot': False, 'pcold': False, 'ccow': False, 'wele': False}]",[],"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",[],MID,Adelaide
6,7,Matt,Crouch,1,7,97.57,683,297401,,,,False,"{'status': 'pre', 'display': 'Yet to play'}",True,ADE,"[{'player_id': 7, 'round': 0, 'points': 0, 'price': 490800, 'total_points': 0, 'position': 0, 'games': 0, 'total_games': 0, 'price_change': 0, 'total_price_change': 0, 'last_position': 0, 'round_position': 0, 'minutes_played': 0, 'total_minutes_played': 0, 'updated_at': '2023-12-22T05:55:12+11:00', 'kicks': 0, 'total_kicks': 0, 'handballs': 0, 'total_handballs': 0, 'marks': 0, 'total_marks': 0, 'tackles': 0, 'total_tackles': 0, 'freekicks_for': 0, 'total_freekicks_for': 0, 'freekicks_against': 0, 'total_freekicks_against': 0, 'hitouts': 0, 'total_hitouts': 0, 'goals': 0, 'total_goals': 0, 'behinds': 0, 'total_behinds': 0, 'avg5': 0, 'own_raw': 0, 'status': None, 'avg': 0, 'std': 19.976, 'avg3': 0, 'pavg3': 101, 'ppts1': 97, 'ppts2': 103, 'ppts3': 103, 'pmin': 78, 'pmax': 116, 'prange': '78-116', 'be1': 88, 'be2': 82, 'be3': 74, 'bp1': 68.1785, 'bp2': 85.128, 'bp3': 92.7092, 'pp1': 490800, 'pp2': 500200, 'pp3': 513700, 'ppc1': 0, 'ppc2': 9400, 'ppc3': 13500, 'ppcs': 37100, 'capt': 0.0057434999999999995, 'vice': 0.0244099, 'own': 6.01631, 'ownc': 6.01631, 'ownc3': 0, 'owncs': 0, 'opp': None, 'oppavg': None, 'opph': None, 'opp1': {'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}, 'opp1avg': 96.625, 'opp1h': 1, 'opp2': {'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}, 'opp2avg': 93.9091, 'opp2h': 0, 'opp3': {'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}, 'opp3avg': 93.375, 'opp3h': 1, 'ven': None, 'venavg': 0, 'ven1': {'id': 5, 'name': 'Carrara Stadium', 'display_name': 'Heritage Bank Stadium', 'short_name': 'Heritage Bank', 'abbrev': 'HBS'}, 'ven1avg': 97.3333, 'ven2': {'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}, 'ven2avg': 97.2, 'ven3': {'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}, 'ven3avg': 109, 'trin': 0, 'trinp': None, 'trout': 0, 'troutp': None, 'start': 99.1885, 'bench': 0.811456, 'ownr': 4190, 'owncr': 4190, 'owncsr': 0, 'livepts': 0, 'livegames': 0, 'owned': None, 'ppts': None, 'points_per_min': None, 'total_points_per_min': None, 'mvp_value': None, 'position_change': None, 'hot': False, 'cold': False, 'phot': False, 'pcold': False, 'ccow': False, 'wele': False}]",[],"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",[],MID,Adelaide
7,8,Daniel,Curtin,1,0,0.0,0,1024023,,,,False,"{'status': 'pre', 'display': 'Yet to play'}",True,ADE,"[{'player_id': 8, 'round': 0, 'points': 0, 'price': 175800, 'total_points': 0, 'position': 0, 'games': 0, 'total_games': 0, 'price_change': 0, 'total_price_change': 0, 'last_position': 0, 'round_position': 0, 'minutes_played': 0, 'total_minutes_played': 0, 'updated_at': '2023-12-22T05:55:12+11:00', 'kicks': 0, 'total_kicks': 0, 'handballs': 0, 'total_handballs': 0, 'marks': 0, 'total_marks': 0, 'tackles': 0, 'total_tackles': 0, 'freekicks_for': 0, 'total_freekicks_for': 0, 'freekicks_against': 0, 'total_freekicks_against': 0, 'hitouts': 0, 'total_hitouts': 0, 'goals': 0, 'total_goals': 0, 'behinds': 0, 'total_behinds': 0, 'avg5': 0, 'own_raw': 0, 'status': None, 'avg': 0, 'std': None, 'avg3': 0, 'pavg3': 31, 'ppts1': 31, 'ppts2': 31, 'ppts3': 31, 'pmin': 31, 'pmax': 31, 'prange': '31-31', 'be1': 31, 'be2': 34, 'be3': 34, 'bp1': None, 'bp2': None, 'bp3': None, 'pp1': 175800, 'pp2': 174700, 'pp3': 173400, 'ppc1': 0, 'ppc2': -1100, 'ppc3': -1300, 'ppcs': -6100, 'capt': 0.0129229, 'vice': 0.0258457, 'own': 52.8904, 'ownc': 52.8904, 'ownc3': 0, 'owncs': 0, 'opp': None, 'oppavg': None, 'opph': None, 'opp1': {'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}, 'opp1avg': 0, 'opp1h': 1, 'opp2': {'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}, 'opp2avg': 0, 'opp2h': 0, 'opp3': {'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}, 'opp3avg': 0, 'opp3h': 1, 'ven': None, 'venavg': 0, 'ven1': {'id': 5, 'name': 'Carrara Stadium', 'display_name': 'Heritage Bank Stadium', 'short_name': 'Heritage Bank', 'abbrev': 'HBS'}, 'ven1avg': 0, 'ven2': {'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}, 'ven2avg': 0, 'ven3': {'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}, 'ven3avg': 0, 'trin': 0, 'trinp': None, 'trout': 0, 'troutp': None, 'start': 76.8372, 'bench': 23.1628, 'ownr': 36835, 'owncr': 36835, 'owncsr': 0, 'livepts': 0, 'livegames': 0, 'owned': None, 'ppts': None, 'points_per_min': None, 'total_points_per_min': None, 'mvp_value': None, 'position_change': None, 'hot': False, 'cold': False, 'phot': False, 'pcold': False, 'ccow': False, 'wele': False}]",[],"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",[],DEF MID,Adelaide
8,9,Jordan,Dawson,1,23,115.87,2665,992242,,,,False,"{'status': 'pre', 'display': 'Yet to play'}",True,ADE,"[{'player_id': 9, 'round': 0, 'points': 0, 'price': 647600, 'total_points': 0, 'position': 0, 'games': 0, 'total_games': 0, 'price_change': 0, 'total_price_change': 0, 'last_position': 0, 'round_position': 0, 'minutes_played': 0, 'total_minutes_played': 0, 'updated_at': '2023-12-22T05:55:12+11:00', 'kicks': 0, 'total_kicks': 0, 'handballs': 0, 'total_handballs': 0, 'marks': 0, 'total_marks': 0, 'tackles': 0, 'total_tackles': 0, 'freekicks_for': 0, 'total_freekicks_for': 0, 'freekicks_against': 0, 'total_freekicks_against': 0, 'hitouts': 0, 'total_hitouts': 0, 'goals': 0, 'total_goals': 0, 'behinds': 0, 'total_behinds': 0, 'avg5': 0, 'own_raw': 0, 'status': None, 'avg': 0, 'std': 10.837, 'avg3': 0, 'pavg3': 121.667, 'ppts1': 116, 'ppts2': 117, 'ppts3': 132, 'pmin': 106, 'pmax': 126, 'prange': '106-126', 'be1': 116, 'be2': 121, 'be3': 121, 'bp1': 50.6986, 'bp2': 34.0219, 'bp3': 84.987, 'pp1': 647600, 'pp2': 645800, 'pp3': 651000, 'ppc1': 0, 'ppc2': -1800, 'ppc3': 5200, 'ppcs': -36800, 'capt': 1.9513500000000001, 'vice': 4.15111, 'own': 15.9942, 'ownc': 15.9942, 'ownc3': 0, 'owncs': 0, 'opp': None, 'oppavg': None, 'opph': None, 'opp1': {'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}, 'opp1avg': 111.429, 'opp1h': 1, 'opp2': {'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}, 'opp2avg': 102.5, 'opp2h': 0, 'opp3': {'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}, 'opp3avg': 123.8, 'opp3h': 1, 'ven': None, 'venavg': 0, 'ven1': {'id': 5, 'name': 'Carrara Stadium', 'display_name': 'Heritage Bank Stadium', 'short_name': 'Heritage Bank', 'abbrev': 'HBS'}, 'ven1avg': 99.4286, 'ven2': {'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}, 'ven2avg': 113.621, 'ven3': {'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}, 'ven3avg': 109.4, 'trin': 0, 'trinp': None, 'trout': 0, 'troutp': None, 'start': 99.3985, 'bench': 0.6014900000000001, 'ownr': 11139, 'owncr': 11139, 'owncsr': 0, 'livepts': 0, 'livegames': 0, 'owned': None, 'ppts': None, 'points_per_min': None, 'total_points_per_min': None, 'mvp_value': None, 'position_change': None, 'hot': False, 'cold': False, 'phot': False, 'pcold': False, 'ccow': False, 'wele': False}]",[],"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",[],MID,Adelaide
